Date,Close/Last,Volume,Open,High,Low
04/29/2020,$36.6104,19110210,$36.4414,$36.723,$36.0002
04/28/2020,$35.7467,15958720,$36.263,$36.6714,$35.5871
04/27/2020,$35.8688,21775740,$35.268,$35.9955,$35.1084
04/24/2020,$34.8831,19188060,$33.935,$34.9347,$33.935
04/23/2020,$33.8787,21194190,$33.6346,$34.2823,$33.6064
04/22/2020,$33.5407,20118450,$34.0101,$34.1227,$33.4938
04/21/2020,$33.5219,23004470,$34.4982,$34.5386,$33.353
04/20/2020,$34.93,18443740,$35.3712,$35.8735,$34.8455
04/17/2020,$35.7467,28736620,$36.1879,$36.3381,$35.3712
04/16/2020,$35.512,20973850,$35.2304,$35.6904,$34.4137
04/15/2020,$34.8831,19786330,$35.4651,$35.7186,$34.4982
04/14/2020,$36.1598,21803250,$35.2586,$36.2724,$34.9441
04/13/2020,$34.9113,20237610,$35.1553,$35.5637,$34.3386
04/09/2020,$35.6716,28618350,$35.1929,$35.7139,$34.5452
04/08/2020,$35.3712,26522500,$34.9488,$35.5871,$34.5029
04/07/2020,$34.6766,26379000,$34.686,$35.6388,$34.4748
04/06/2020,$34.0101,31583190,$33.2028,$34.1697,$32.9399
04/03/2020,$31.8698,19312590,$32.0106,$32.5175,$31.3629
04/02/2020,$32.2641,24683920,$30.1331,$32.3532,$30.094
04/01/2020,$30.4335,26097170,$31.1282,$31.6914,$30.0862
03/31/2020,$32.2734,27789380,$32.6959,$33.5923,$32.1514
03/30/2020,$33.3154,31400210,$32.6114,$33.4422,$32.433
03/27/2020,$32.4518,27910410,$33.4093,$33.597,$32.3016
03/26/2020,$34.4888,38332140,$31.1564,$35.0239,$31.0343
03/25/2020,$31.5131,57834080,$31.7102,$32.4424,$29.8327
03/24/2020,$32.5175,46492840,$33.1981,$33.1981,$31.4708
03/23/2020,$32.0763,38600870,$31.1329,$32.5457,$29.7623
03/20/2020,$31.3253,47308980,$33.8787,$33.8787,$30.6354
03/19/2020,$33.7379,36830350,$33.4562,$36.9014,$32.48
03/18/2020,$33.4938,42533360,$34.0101,$34.4982,$31.2315
03/17/2020,$35.8781,38934900,$34.3386,$36.0002,$33.9913
03/16/2020,$33.8317,41485660,$32.5175,$36.601,$32.3861
03/13/2020,$36.9201,66243380,$34.0101,$37.2862,$32.3673
03/12/2020,$32.7991,63254520,$33.3999,$35.5308,$32.3298
03/11/2020,$35.5871,38873080,$35.4839,$36.1269,$35.0896
03/10/2020,$36.7042,48724260,$36.2724,$36.7512,$34.4184
03/09/2020,$35.559,46926250,$35.8312,$36.5024,$34.8737
03/06/2020,$37.8964,31302060,$36.5259,$38.1123,$36.4508
03/05/2020,$38.2719,25284620,$38.8821,$39.2153,$37.948
03/04/2020,$39.8959,24997080,$39.3984,$39.9475,$38.9572
03/03/2020,$38.9009,43253400,$39.4922,$40.7877,$38.5817
03/02/2020,$39.9147,40006930,$37.8683,$39.9241,$36.9858
02/28/2020,$37.9527,62188720,$37.5491,$38.469,$36.5822
02/27/2020,$38.5347,36098150,$39.2951,$39.9898,$38.4784
02/26/2020,$39.6331,30529330,$41.4683,$41.4683,$39.6049
02/25/2020,$40.5248,22440550,$42.0033,$42.1395,$40.3887
02/24/2020,$41.8672,21720810,$42.3554,$43.1908,$41.7452
02/21/2020,$43.0125,21235480,$42.9562,$43.5757,$42.8623
02/20/2020,$43.2002,12037780,$42.9937,$43.3223,$42.7121
02/19/2020,$43.1533,14814430,$43.388,$43.4208,$43.05
02/18/2020,$43.3223,13694480,$43.3129,$43.5476,$43.0031
02/14/2020,$43.2659,15930960,$43.2565,$43.3504,$42.9468
02/13/2020,$43.2472,17913180,$43.0876,$43.51,$42.8904
02/12/2020,$43.2002,23638290,$42.2239,$43.3082,$42.1582
02/11/2020,$42.0456,11075720,$42.0737,$42.1019,$41.6419
02/10/2020,$41.9236,15016120,$41.9048,$41.9902,$41.5481
02/07/2020,$41.9987,14104150,$41.7921,$42.1019,$41.5574
02/06/2020,$41.8672,15222390,$42.0174,$42.299,$41.5762
02/05/2020,$41.8578,20332220,$41.9142,$42.3741,$41.7546
02/04/2020,$41.5668,28143240,$40.8346,$41.7921,$40.722
02/03/2020,$40.0461,26387890,$40.891,$40.9754,$40.0085
01/31/2020,$40.5436,24008280,$41.4166,$41.4354,$40.3653
01/30/2020,$41.4354,25105460,$40.2432,$41.4824,$40.0836
01/29/2020,$40.6657,21915250,$41.5481,$41.5481,$40.5061
01/28/2020,$41.3415,15875900,$41.3697,$41.6936,$41.1256
01/27/2020,$41.304,24048850,$41.2383,$42.008,$41.1162
01/24/2020,$41.8578,39229340,$42.1526,$42.299,$41.5011
01/23/2020,$42.8529,37753020,$43.6884,$44.1014,$42.7256
01/22/2020,$44.5332,18251630,$44.5895,$44.7773,$44.3736
01/21/2020,$44.4018,19141600,$44.5708,$44.5708,$43.923
01/17/2020,$44.5895,27667130,$44.7585,$44.8148,$44.2235
01/16/2020,$43.9981,24424390,$43.5945,$44.0451,$43.4725
01/15/2020,$43.4443,15413470,$43.2378,$43.6931,$43.1908
01/14/2020,$43.2096,16712120,$42.7778,$43.388,$42.7121
01/13/2020,$42.9937,21789590,$42.1676,$43.0594,$42.1488
01/10/2020,$42.2239,15896330,$42.8341,$42.8341,$42.1723
01/09/2020,$42.7215,14195400,$42.6088,$42.8153,$42.4117
01/08/2020,$42.6088,18097610,$42.1864,$42.7778,$42.0174
01/07/2020,$42.177,24566230,$41.5387,$42.2474,$41.5105
01/06/2020,$41.9329,17628500,$41.9236,$42.1207,$41.8203
01/03/2020,$42.2521,20496470,$42.0831,$42.4505,$41.8391
01/02/2020,$42.59,20171890,$42.5807,$42.6182,$42.177
12/31/2019,$42.2146,13881710,$42.3554,$42.4117,$42.0221
12/30/2019,$42.4117,12896910,$42.3366,$42.5619,$42.1864
12/27/2019,$42.3366,12272550,$42.3366,$42.4492,$42.1113
12/26/2019,$42.2146,12019720,$41.9893,$42.2427,$41.8344
